category,sku_tier,weight_oz,supplier_tier,region,quantity,moq,lead_time_days,days_since_last_buy,last_unit_price,supplier_ask,fair_unit_price
hoodie,mid,8.5,budget,CN,1590,129,12,80,16.96,18.78,16.43
hoodie,premium,10.0,standard,MX,102,15,30,21,27.08,29.89,28.44
hoodie,mid,8.5,budget,CN,1821,200,15,66,15.26,16.18,14.87
hoodie,mid,8.5,budget,CN,620,87,40,319,14.98,19.8,15.48
hoodie,mid,8.5,standard,US,362,86,32,23,22.32,23.08,21.37
hoodie,mid,8.5,standard,MX,371,27,9,206,17.78,23.77,18.59
hoodie,mid,8.5,standard,CN,65,12,14,227,18.83,21.6,19.49
hoodie,mid,8.5,budget,CN,1429,200,26,229,16.08,16.9,15.63
hoodie,mid,8.5,budget,CN,1497,200,25,72,15.66,18.36,15.43
hoodie,mid,8.5,premium,US,438,53,33,165,22.17,24.75,21.33
hoodie,basic,7.0,budget,CN,207,47,43,356,11.19,12.81,10.42
hoodie,basic,7.0,standard,MX,1877,189,21,247,11.03,12.48,11.45
hoodie,basic,7.0,budget,US,1666,200,34,73,12.68,12.82,12.09
hoodie,premium,10.0,standard,US,374,43,35,332,30.11,32.58,30.27
hoodie,basic,7.0,standard,CN,1736,200,37,229,11.46,11.71,10.88
hoodie,mid,8.5,budget,MX,1955,200,13,227,15.53,18.36,15.42
hoodie,mid,8.5,standard,MX,1791,200,15,261,17.6,20.88,18.24
hoodie,basic,7.0,budget,CN,668,35,40,309,11.25,12.37,10.58
hoodie,mid,8.5,standard,US,911,166,22,260,23.09,25.33,22.25
hoodie,mid,8.5,standard,CN,1280,77,17,272,17.64,21.38,18.38
hoodie,basic,7.0,premium,CN,128,19,42,343,13.27,13.42,12.56
hoodie,basic,7.0,standard,US,205,45,35,175,12.22,14.52,12.68
hoodie,mid,8.5,budget,CN,211,43,26,274,17.12,19.1,16.54
hoodie,basic,7.0,premium,CN,1697,160,36,183,12.67,14.87,12.24
hoodie,basic,7.0,standard,MX,479,24,29,338,11.51,13.63,11.65
hoodie,mid,8.5,budget,US,361,53,33,68,20.06,20.79,18.91
hoodie,mid,8.5,budget,MX,717,51,33,37,18.28,20.46,17.26
hoodie,mid,8.5,standard,MX,1373,200,39,82,20.33,22.86,19.89
hoodie,mid,8.5,premium,US,1624,200,18,310,23.62,24.02,22.37
hoodie,mid,8.5,standard,MX,684,103,31,228,19.61,25.31,19.9
hoodie,premium,10.0,standard,US,298,23,45,276,31.02,37.18,29.79
hoodie,mid,8.5,premium,CN,1320,123,20,333,18.38,23.05,19.0
hoodie,premium,10.0,budget,CN,1136,200,27,73,21.8,25.23,21.31
hoodie,premium,10.0,standard,MX,1405,200,41,160,26.07,30.77,27.05
hoodie,basic,7.0,budget,CN,571,114,17,160,9.92,10.9,10.24
hoodie,mid,8.5,budget,CN,1133,63,35,66,15.41,18.87,15.74
hoodie,basic,7.0,standard,US,1656,200,25,354,12.18,13.96,12.18
hoodie,mid,8.5,standard,CN,1155,70,23,117,19.0,22.62,17.96
hoodie,mid,8.5,standard,CN,1571,200,45,114,17.78,18.47,16.53
hoodie,basic,7.0,standard,CN,407,98,39,75,10.77,13.19,11.14
hoodie,basic,7.0,standard,MX,1478,200,9,92,12.09,14.45,11.77
hoodie,mid,8.5,premium,CN,641,94,43,295,20.16,22.5,20.6
hoodie,basic,7.0,standard,US,876,138,32,61,13.41,15.14,12.59
hoodie,basic,7.0,budget,MX,1971,200,40,257,10.61,13.44,11.16
hoodie,basic,7.0,premium,CN,1281,200,22,34,11.2,14.23,11.29
hoodie,premium,10.0,standard,CN,1131,200,8,278,24.24,25.5,24.05
hoodie,premium,10.0,budget,MX,1077,71,13,99,26.44,29.52,25.17
hoodie,mid,8.5,budget,US,1314,200,34,67,19.9,21.87,19.02
hoodie,mid,8.5,budget,US,1430,115,36,183,16.3,18.54,16.99
hoodie,basic,7.0,budget,CN,1707,163,23,222,9.28,11.75,9.75
hoodie,mid,8.5,standard,CN,1291,80,44,37,16.74,22.05,17.45
hoodie,basic,7.0,standard,CN,642,109,25,238,11.12,12.61,11.46
hoodie,mid,8.5,standard,CN,1764,200,16,166,18.43,21.25,17.24
hoodie,mid,8.5,standard,US,1969,102,42,86,21.85,27.17,21.43
hoodie,basic,7.0,standard,MX,1875,200,20,225,12.31,12.57,11.61
hoodie,basic,7.0,standard,CN,542,48,18,357,12.75,15.22,11.9
hoodie,mid,8.5,standard,US,620,114,23,64,19.65,24.31,19.16
hoodie,basic,7.0,standard,US,505,35,11,113,12.09,14.47,12.22
hoodie,mid,8.5,standard,US,672,162,17,16,21.71,25.04,20.63
hoodie,mid,8.5,budget,CN,761,58,28,259,16.12,17.21,15.78
hoodie,mid,8.5,premium,US,1783,200,41,114,24.93,24.98,23.4
hoodie,basic,7.0,budget,CN,1063,187,44,310,9.8,11.27,9.59
hoodie,premium,10.0,standard,MX,1612,128,32,128,26.31,31.96,25.63
hoodie,basic,7.0,standard,CN,210,27,39,19,12.7,13.42,12.33
hoodie,mid,8.5,standard,MX,391,63,43,351,17.54,22.05,18.1
hoodie,premium,10.0,budget,CN,1584,200,11,149,24.9,26.41,23.31
hoodie,mid,8.5,standard,CN,120,12,27,66,19.05,23.23,18.72
hoodie,mid,8.5,budget,CN,1139,186,31,348,14.28,16.47,14.87
hoodie,premium,10.0,budget,CN,856,103,29,263,23.84,23.53,22.38
hoodie,premium,10.0,standard,US,496,32,24,122,32.52,37.01,30.79
hoodie,basic,7.0,standard,US,257,37,37,259,13.63,17.43,14.04
hoodie,basic,7.0,budget,CN,1199,200,15,336,9.92,12.89,10.21
hoodie,mid,8.5,standard,US,1179,200,25,57,20.49,23.08,19.92
hoodie,mid,8.5,budget,CN,866,147,44,107,16.57,20.13,15.95
hoodie,mid,8.5,budget,US,799,101,13,22,19.21,21.09,18.09
hoodie,basic,7.0,budget,MX,222,18,45,33,10.04,12.55,10.44
hoodie,premium,10.0,standard,CN,27,12,34,281,29.41,33.47,27.65
hoodie,basic,7.0,premium,CN,1012,200,31,193,13.2,13.61,12.69
hoodie,basic,7.0,standard,CN,501,116,12,159,10.78,11.71,10.56
hoodie,basic,7.0,standard,US,39,12,14,280,13.03,14.9,13.15
hoodie,basic,7.0,standard,CN,544,55,41,230,11.38,14.12,11.05
hoodie,basic,7.0,budget,CN,1155,200,37,105,9.87,11.26,9.97
hoodie,mid,8.5,standard,CN,1776,200,14,131,17.88,18.68,17.18
hoodie,basic,7.0,standard,CN,718,150,10,96,11.29,12.37,10.68
hoodie,mid,8.5,budget,US,563,53,12,325,17.24,22.01,17.24
hoodie,mid,8.5,standard,CN,1482,200,10,103,17.53,20.91,16.93
hoodie,basic,7.0,budget,US,1252,190,21,328,11.1,12.85,11.63
hoodie,basic,7.0,budget,CN,590,121,29,356,10.35,10.55,9.9
hoodie,basic,7.0,budget,US,1724,200,44,192,12.05,12.57,11.41
hoodie,premium,10.0,standard,CN,852,140,23,103,25.88,33.2,26.19
hoodie,mid,8.5,premium,CN,1819,200,43,142,21.73,23.83,20.2
hoodie,mid,8.5,standard,MX,1993,200,36,314,17.91,22.05,17.91
hoodie,basic,7.0,standard,CN,1663,188,29,278,11.73,12.52,11.27
hoodie,basic,7.0,standard,MX,1558,200,11,297,11.84,12.34,11.1
hoodie,premium,10.0,standard,CN,1888,166,19,134,27.11,27.98,25.49
hoodie,basic,7.0,budget,MX,1291,156,13,75,10.46,12.45,10.16
hoodie,mid,8.5,budget,MX,1012,125,27,266,16.85,18.71,15.83
hoodie,basic,7.0,budget,US,1590,200,24,217,11.97,13.18,11.36
hoodie,mid,8.5,standard,MX,831,184,18,248,19.12,21.23,18.37
hoodie,mid,8.5,budget,CN,456,57,13,180,16.07,18.16,16.33
hoodie,premium,10.0,standard,CN,401,60,20,228,25.65,32.02,25.69
hoodie,basic,7.0,budget,CN,293,72,21,65,11.22,11.58,10.57
hoodie,mid,8.5,standard,CN,993,200,18,229,18.13,20.92,16.8
hoodie,mid,8.5,standard,MX,1633,200,23,301,18.09,20.48,18.63
hoodie,basic,7.0,premium,CN,222,31,28,147,13.47,16.65,13.17
hoodie,basic,7.0,budget,CN,273,32,45,115,11.15,11.55,10.35
hoodie,basic,7.0,standard,CN,1611,200,12,209,10.72,13.47,10.61
hoodie,premium,10.0,standard,CN,1926,200,43,221,25.97,29.77,26.51
hoodie,basic,7.0,budget,CN,1345,173,35,199,10.5,11.9,10.32
hoodie,basic,7.0,premium,US,281,54,23,54,15.64,16.91,14.59
hoodie,basic,7.0,standard,US,1098,200,12,67,12.47,15.43,12.85
hoodie,premium,10.0,standard,US,531,104,35,334,28.11,33.34,29.45
hoodie,premium,10.0,premium,CN,981,200,41,153,28.35,37.16,29.3
hoodie,mid,8.5,standard,CN,960,169,43,236,17.61,20.78,17.7
hoodie,mid,8.5,standard,US,774,102,16,169,20.02,24.08,19.67
hoodie,basic,7.0,budget,US,1120,57,38,258,12.15,14.58,11.82
hoodie,mid,8.5,budget,US,1831,200,32,141,17.63,19.21,16.86
hoodie,basic,7.0,budget,CN,889,155,40,327,10.7,12.63,10.22
hoodie,basic,7.0,premium,CN,398,30,14,340,12.49,14.99,12.38
hoodie,mid,8.5,standard,US,336,20,41,25,22.53,26.29,21.6
hoodie,basic,7.0,budget,CN,1035,96,33,173,10.59,11.85,10.44
hoodie,mid,8.5,budget,US,189,41,16,42,17.51,22.58,17.98
hoodie,basic,7.0,standard,CN,50,12,22,211,12.44,15.06,12.35
hoodie,basic,7.0,standard,CN,1603,110,20,256,11.8,14.8,12.16
hoodie,mid,8.5,standard,CN,275,27,26,115,17.08,21.48,17.85
hoodie,premium,10.0,budget,CN,914,105,17,155,24.28,26.71,22.57
hoodie,mid,8.5,standard,US,342,42,12,141,20.04,24.84,20.83
hoodie,premium,10.0,premium,US,1305,80,29,344,32.8,36.35,32.37
hoodie,mid,8.5,standard,US,736,155,35,112,20.5,24.96,20.52
hoodie,basic,7.0,budget,CN,1472,200,25,291,10.14,12.42,10.19
hoodie,basic,7.0,premium,CN,1897,200,17,49,12.8,15.72,12.69
hoodie,mid,8.5,standard,MX,1614,200,31,108,18.5,20.17,17.95
hoodie,basic,7.0,premium,CN,1702,200,40,363,12.65,14.74,12.38
hoodie,basic,7.0,standard,CN,251,17,11,36,11.82,14.07,12.11
hoodie,basic,7.0,standard,CN,1737,200,38,283,12.31,12.72,11.99
hoodie,basic,7.0,standard,CN,51,12,20,349,12.74,12.86,12.09
hoodie,mid,8.5,premium,US,876,187,10,329,21.21,23.67,22.2
hoodie,basic,7.0,premium,CN,1992,200,13,132,12.34,14.99,12.56
hoodie,basic,7.0,standard,CN,875,174,43,197,12.57,13.86,12.07
hoodie,basic,7.0,standard,US,1151,149,28,350,13.4,15.11,13.46
hoodie,premium,10.0,standard,CN,786,104,34,179,26.81,28.8,26.2
hoodie,mid,8.5,premium,MX,545,66,35,243,21.18,22.61,21.46
hoodie,basic,7.0,premium,MX,38,12,21,123,13.39,17.41,14.05
hoodie,mid,8.5,budget,US,1158,176,43,306,18.59,21.78,19.2
hoodie,mid,8.5,budget,CN,1686,185,43,218,15.89,17.34,16.24
hoodie,basic,7.0,standard,CN,1024,200,43,62,11.55,12.04,11.27
hoodie,basic,7.0,standard,MX,737,166,34,227,12.28,15.61,12.72
hoodie,mid,8.5,premium,US,1926,100,31,41,22.9,27.53,23.62
hoodie,basic,7.0,budget,CN,1523,200,35,318,9.92,11.86,10.32
hoodie,mid,8.5,budget,CN,713,47,43,39,16.45,19.78,16.34
hoodie,mid,8.5,standard,CN,430,63,43,114,20.66,22.4,19.14
hoodie,basic,7.0,budget,US,905,103,43,59,11.17,12.94,11.46
hoodie,mid,8.5,standard,US,371,91,35,333,20.37,26.39,21.31
hoodie,basic,7.0,standard,CN,1576,200,12,71,10.74,13.76,11.08
hoodie,basic,7.0,standard,US,1672,120,35,255,13.3,15.97,13.61
hoodie,basic,7.0,standard,US,554,88,16,356,11.74,13.38,12.28
hoodie,basic,7.0,standard,MX,1290,134,36,349,11.04,13.85,11.52
hoodie,mid,8.5,premium,MX,762,169,8,163,20.17,25.72,20.18
hoodie,basic,7.0,standard,US,1800,200,12,109,13.22,14.49,12.29
hoodie,mid,8.5,budget,CN,1913,200,28,264,16.08,19.28,16.15
hoodie,basic,7.0,premium,US,1051,110,10,334,14.66,18.76,14.66
hoodie,premium,10.0,premium,MX,1968,200,16,188,29.22,37.15,29.23
hoodie,mid,8.5,standard,CN,490,65,43,92,17.92,21.51,18.09
hoodie,basic,7.0,budget,CN,1361,105,41,364,10.94,12.29,10.5
hoodie,basic,7.0,premium,US,1602,126,43,94,14.51,18.0,14.19
hoodie,basic,7.0,standard,MX,1826,144,8,177,11.13,13.98,11.05
hoodie,premium,10.0,premium,US,585,47,19,68,32.33,43.3,33.91
hoodie,mid,8.5,standard,CN,1279,123,21,132,17.13,19.73,16.93
hoodie,mid,8.5,standard,CN,790,68,31,265,18.27,20.73,18.81
hoodie,basic,7.0,premium,CN,1920,199,33,127,12.88,16.98,13.44
hoodie,premium,10.0,premium,CN,1028,192,36,140,30.58,34.62,29.1
hoodie,mid,8.5,standard,CN,832,143,43,318,16.66,18.75,17.44
hoodie,mid,8.5,premium,CN,1822,200,40,289,19.84,22.36,18.98
hoodie,mid,8.5,standard,MX,125,12,35,217,19.07,21.94,19.63
hoodie,premium,10.0,standard,CN,1875,147,35,60,24.05,30.64,24.93
hoodie,premium,10.0,standard,US,302,38,27,244,29.67,34.86,27.82
hoodie,basic,7.0,standard,US,1353,200,17,77,13.57,15.58,13.03
hoodie,basic,7.0,standard,MX,1513,200,39,327,12.09,14.51,11.52
hoodie,mid,8.5,standard,CN,332,27,16,105,17.7,20.74,18.5
hoodie,mid,8.5,premium,MX,616,107,14,81,21.09,25.8,22.16
hoodie,mid,8.5,premium,CN,1270,200,22,125,20.0,22.62,19.77
hoodie,basic,7.0,standard,CN,526,119,24,331,11.28,12.31,11.58
hoodie,basic,7.0,budget,US,91,16,45,166,11.66,13.04,12.13
hoodie,premium,10.0,budget,CN,607,104,45,307,25.06,30.9,24.44
hoodie,basic,7.0,budget,CN,779,178,11,232,10.05,12.15,10.49
hoodie,basic,7.0,premium,CN,699,108,40,121,13.33,15.24,12.76
hoodie,premium,10.0,standard,CN,1435,200,25,232,25.11,29.66,25.33
hoodie,premium,10.0,standard,CN,290,50,38,280,26.52,27.48,24.9
hoodie,basic,7.0,budget,CN,267,14,14,120,11.18,11.85,10.35
hoodie,basic,7.0,standard,US,1330,122,19,158,13.42,16.12,13.14
hoodie,basic,7.0,standard,US,836,162,8,103,13.66,16.29,12.91
hoodie,mid,8.5,standard,CN,97,17,37,93,19.45,24.09,19.58
hoodie,basic,7.0,standard,US,1735,200,43,361,12.83,13.81,12.58
hoodie,mid,8.5,standard,US,1843,200,11,90,22.65,27.31,21.96
hoodie,mid,8.5,standard,CN,1243,91,26,175,17.83,19.37,18.1
hoodie,premium,10.0,standard,US,1723,200,20,282,32.13,38.52,30.57
hoodie,basic,7.0,budget,US,1013,200,16,111,12.18,15.05,12.03
hoodie,basic,7.0,standard,MX,1600,200,40,360,11.89,14.85,11.89
hoodie,basic,7.0,standard,US,115,21,45,58,14.81,14.92,13.9
hoodie,mid,8.5,standard,MX,71,12,26,341,19.08,21.74,19.35
hoodie,basic,7.0,budget,MX,330,26,14,21,11.25,11.81,11.0
hoodie,mid,8.5,standard,US,580,45,25,307,21.4,24.8,21.53
hoodie,basic,7.0,standard,US,1408,84,31,41,13.21,16.0,13.2
hoodie,premium,10.0,standard,US,1438,200,29,173,31.69,32.07,30.03
hoodie,premium,10.0,standard,CN,1187,90,36,63,28.78,33.61,27.7
hoodie,mid,8.5,budget,CN,483,38,23,200,16.74,19.92,15.9
hoodie,mid,8.5,budget,CN,998,72,37,250,15.07,17.26,15.27
hoodie,mid,8.5,standard,CN,855,182,13,180,18.33,21.52,18.15
hoodie,basic,7.0,budget,US,350,85,31,47,12.79,14.36,12.11
hoodie,mid,8.5,standard,CN,1637,193,22,102,19.43,22.03,18.96
hoodie,mid,8.5,standard,US,1161,80,35,104,21.37,25.31,21.31
hoodie,mid,8.5,standard,CN,1704,200,38,344,20.14,23.77,18.9
hoodie,mid,8.5,budget,US,325,59,35,286,20.2,22.61,19.61
hoodie,basic,7.0,premium,CN,638,104,26,236,14.5,16.84,14.14
hoodie,mid,8.5,premium,MX,1770,192,30,295,18.38,22.8,19.34
hoodie,premium,10.0,budget,CN,602,134,22,235,22.78,25.93,22.79
hoodie,mid,8.5,standard,CN,997,77,42,210,18.4,21.15,18.46
hoodie,basic,7.0,premium,US,282,21,11,345,14.61,18.54,14.51
hoodie,basic,7.0,standard,CN,876,194,45,231,11.14,12.67,11.04
hoodie,mid,8.5,standard,CN,487,42,45,17,18.98,21.4,18.7
hoodie,mid,8.5,standard,CN,102,16,30,71,19.62,19.5,18.25
hoodie,mid,8.5,standard,CN,1784,200,24,252,16.28,19.81,16.58
hoodie,mid,8.5,standard,CN,1425,200,44,173,19.03,20.92,17.83
hoodie,basic,7.0,standard,CN,1880,200,28,229,11.23,13.99,11.56
hoodie,mid,8.5,standard,CN,1632,200,10,336,16.76,18.31,17.24
hoodie,premium,10.0,premium,US,1303,72,38,56,34.73,42.11,35.34
hoodie,basic,7.0,budget,CN,1543,111,18,316,10.71,11.74,10.34
hoodie,basic,7.0,standard,US,508,74,40,30,14.51,14.7,13.54
hoodie,mid,8.5,premium,US,1602,200,35,340,23.55,28.57,22.97
hoodie,basic,7.0,budget,CN,1703,124,17,251,10.24,11.46,9.77
hoodie,basic,7.0,standard,US,996,102,40,236,14.9,16.05,13.92
hoodie,mid,8.5,premium,CN,1423,200,13,286,21.73,25.35,20.32
hoodie,basic,7.0,budget,CN,226,22,44,214,10.97,11.69,10.57
hoodie,mid,8.5,standard,CN,1089,127,18,174,16.17,18.22,16.99
hoodie,basic,7.0,standard,US,474,92,23,112,12.58,12.98,12.21
hoodie,mid,8.5,premium,US,469,112,14,75,23.21,26.52,22.12
hoodie,mid,8.5,budget,CN,252,47,23,164,17.18,19.19,16.03
hoodie,premium,10.0,budget,US,899,169,27,145,28.3,31.89,28.31
hoodie,basic,7.0,premium,MX,567,48,11,265,13.27,15.5,13.59
hoodie,mid,8.5,budget,CN,1132,200,20,328,16.12,17.85,16.73
hoodie,mid,8.5,budget,CN,938,50,38,90,14.9,16.6,15.68
hoodie,basic,7.0,budget,CN,700,161,43,15,10.96,13.55,10.89
hoodie,mid,8.5,standard,US,1131,107,31,260,20.39,25.56,20.0
hoodie,basic,7.0,standard,CN,138,24,12,201,11.92,14.47,11.8
hoodie,mid,8.5,budget,CN,105,25,19,167,17.67,19.8,16.57
hoodie,basic,7.0,budget,US,1320,181,19,85,12.75,14.81,13.0
hoodie,mid,8.5,standard,US,1048,164,35,22,20.01,25.73,20.9
hoodie,basic,7.0,budget,MX,1677,200,40,248,11.53,12.16,11.02
hoodie,basic,7.0,standard,US,1026,185,37,330,13.1,13.59,12.58
hoodie,basic,7.0,budget,CN,654,140,13,247,10.8,11.0,10.22
hoodie,mid,8.5,standard,CN,154,32,34,186,19.82,22.18,18.39
hoodie,basic,7.0,premium,CN,1204,191,27,123,11.84,13.27,12.26
hoodie,basic,7.0,standard,US,1158,96,22,311,12.1,15.65,12.57
hoodie,mid,8.5,standard,US,57,12,12,17,23.0,24.97,22.39
hoodie,mid,8.5,standard,CN,999,188,20,87,17.49,19.67,17.18
hoodie,premium,10.0,standard,MX,102,17,38,327,27.09,28.61,27.22
hoodie,basic,7.0,budget,CN,1110,200,30,290,9.79,11.57,9.69
hoodie,basic,7.0,budget,US,255,53,37,268,12.43,13.41,12.02
hoodie,basic,7.0,standard,US,1673,200,36,36,12.22,14.99,12.77
hoodie,basic,7.0,budget,CN,1079,78,22,241,10.39,11.26,10.01
hoodie,mid,8.5,standard,CN,225,21,33,116,18.5,21.89,18.9
hoodie,mid,8.5,premium,CN,321,29,36,105,22.14,27.34,21.45
hoodie,basic,7.0,budget,US,1442,200,24,83,12.2,13.83,12.07
hoodie,mid,8.5,budget,MX,629,107,17,309,17.93,19.63,16.89
hoodie,premium,10.0,standard,CN,1739,200,7,233,24.31,27.85,24.75
hoodie,mid,8.5,premium,CN,1236,200,43,16,23.58,26.3,22.56
hoodie,basic,7.0,standard,CN,1683,200,13,245,10.97,13.97,11.42
hoodie,mid,8.5,standard,CN,471,36,25,136,18.55,22.71,18.74
hoodie,premium,10.0,standard,MX,74,18,36,84,29.52,36.26,29.44
hoodie,basic,7.0,standard,MX,1322,66,11,211,11.57,12.8,11.51
hoodie,premium,10.0,standard,MX,1652,151,12,331,27.79,28.24,26.58
hoodie,premium,10.0,standard,CN,1843,111,31,201,27.53,32.27,26.62
hoodie,mid,8.5,standard,US,308,75,22,290,21.17,26.47,20.91
hoodie,mid,8.5,premium,CN,454,91,21,178,19.73,21.3,20.01
hoodie,basic,7.0,standard,CN,1103,200,37,286,12.33,13.52,12.1
hoodie,mid,8.5,standard,MX,1961,200,11,110,18.92,19.8,17.74
hoodie,premium,10.0,budget,US,590,42,16,268,26.08,33.89,26.71
hoodie,basic,7.0,standard,US,1422,200,15,256,11.85,12.77,12.0
hoodie,premium,10.0,budget,CN,1965,200,28,224,24.29,28.88,23.46
hoodie,mid,8.5,standard,US,1110,200,35,248,20.82,23.76,21.41
hoodie,mid,8.5,premium,US,1601,200,16,194,25.19,27.96,23.45
hoodie,basic,7.0,standard,US,398,97,16,96,13.02,14.95,13.47
hoodie,basic,7.0,standard,CN,96,17,29,89,12.25,13.06,12.01
hoodie,basic,7.0,premium,MX,853,200,16,248,14.2,16.23,13.91
hoodie,mid,8.5,budget,US,1859,200,43,355,20.42,25.11,19.95
hoodie,basic,7.0,standard,CN,1523,200,9,85,11.44,12.22,11.1
hoodie,basic,7.0,standard,US,1270,200,44,283,14.1,14.66,13.16
hoodie,basic,7.0,standard,CN,937,173,12,276,10.74,11.23,10.57
hoodie,mid,8.5,standard,CN,1491,200,30,211,17.54,20.09,17.77
hoodie,premium,10.0,premium,CN,204,19,35,226,31.93,34.05,29.67
hoodie,premium,10.0,budget,US,1227,200,16,120,30.24,32.83,28.04
hoodie,basic,7.0,premium,CN,1234,200,12,17,13.18,15.64,12.89
hoodie,mid,8.5,budget,CN,405,87,25,297,16.86,17.86,15.95
hoodie,mid,8.5,standard,US,1540,200,8,15,20.05,20.93,19.41
hoodie,mid,8.5,budget,US,392,58,22,28,19.29,25.01,19.56
hoodie,basic,7.0,standard,CN,1215,177,34,146,10.3,12.46,10.67
hoodie,mid,8.5,premium,CN,358,59,16,177,21.15,23.02,20.33
hoodie,basic,7.0,standard,US,1328,200,29,38,11.89,14.34,11.69
hoodie,basic,7.0,budget,CN,1566,130,27,175,10.32,11.11,9.93
hoodie,mid,8.5,standard,US,221,34,29,87,20.45,22.78,20.19
hoodie,premium,10.0,budget,CN,341,51,19,300,24.9,27.55,23.53
hoodie,mid,8.5,standard,MX,1573,200,33,249,17.9,21.25,18.8
hoodie,mid,8.5,budget,CN,930,200,45,281,16.48,20.1,16.57
hoodie,basic,7.0,premium,US,480,36,16,130,15.03,18.32,14.95
hoodie,basic,7.0,budget,US,1016,200,9,114,13.34,14.8,12.67
hoodie,basic,7.0,budget,US,543,31,26,355,12.31,14.19,11.97
hoodie,basic,7.0,standard,US,84,12,24,310,13.31,15.97,13.71
hoodie,mid,8.5,budget,CN,1192,75,44,21,15.44,19.43,15.88
hoodie,basic,7.0,standard,CN,1917,177,39,257,10.44,11.71,10.17
hoodie,premium,10.0,budget,CN,751,184,34,123,22.07,25.77,22.27
hoodie,mid,8.5,standard,US,764,145,42,34,21.82,24.49,21.51
hoodie,mid,8.5,standard,CN,1432,200,35,129,17.02,18.61,17.46
hoodie,mid,8.5,standard,CN,1415,174,7,359,17.96,21.45,18.64
hoodie,mid,8.5,budget,CN,318,41,44,66,16.95,18.63,17.0
hoodie,basic,7.0,premium,US,852,63,34,269,15.03,17.06,14.41
hoodie,basic,7.0,standard,CN,1343,200,29,257,12.76,13.6,12.55
hoodie,mid,8.5,budget,US,1027,153,15,29,16.65,18.54,17.4
hoodie,mid,8.5,premium,US,808,138,27,92,22.53,25.44,21.75
hoodie,mid,8.5,standard,US,626,114,38,272,19.65,24.66,19.76
hoodie,mid,8.5,premium,CN,89,22,14,210,20.25,23.13,21.21
hoodie,mid,8.5,standard,US,1836,200,38,234,20.42,22.75,19.58
hoodie,basic,7.0,standard,CN,1376,200,41,306,10.69,12.41,11.17
hoodie,mid,8.5,standard,US,1410,169,25,178,20.49,21.55,19.96
hoodie,basic,7.0,premium,US,1220,67,28,208,14.07,16.99,14.13
hoodie,basic,7.0,standard,US,1238,82,11,170,12.7,15.33,13.06
hoodie,basic,7.0,standard,US,890,145,33,150,12.82,15.27,12.93
hoodie,basic,7.0,budget,CN,1025,71,20,186,10.7,12.2,10.14
hoodie,basic,7.0,budget,US,917,82,11,288,11.72,14.13,11.44
hoodie,mid,8.5,premium,US,1494,200,13,317,22.05,28.39,23.0
hoodie,mid,8.5,budget,CN,1654,108,26,272,14.76,17.28,15.12
hoodie,mid,8.5,standard,CN,1588,200,8,335,18.75,20.87,17.65
hoodie,basic,7.0,premium,CN,1545,200,24,340,11.97,14.03,11.89
hoodie,mid,8.5,standard,CN,771,109,22,91,17.85,21.16,17.01
hoodie,basic,7.0,premium,US,1891,118,20,225,14.66,15.58,14.11
hoodie,basic,7.0,budget,CN,81,12,26,251,11.82,12.57,10.96
hoodie,premium,10.0,budget,CN,583,45,23,156,26.13,28.23,24.3
hoodie,basic,7.0,premium,MX,196,22,26,46,14.67,16.58,14.63
hoodie,mid,8.5,budget,US,1956,200,15,134,17.98,21.91,17.66
hoodie,premium,10.0,premium,CN,540,80,12,135,27.59,29.47,26.26
hoodie,mid,8.5,standard,US,1675,200,22,230,20.15,23.38,20.44
hoodie,premium,10.0,budget,CN,1117,139,14,176,23.62,25.84,23.35
hoodie,basic,7.0,standard,US,321,39,30,171,14.81,16.81,13.98
hoodie,premium,10.0,standard,CN,1640,200,23,296,26.07,30.57,25.24
hoodie,premium,10.0,standard,US,1120,200,35,212,34.6,36.22,32.36
hoodie,premium,10.0,standard,CN,634,58,17,238,26.93,31.03,25.3
hoodie,basic,7.0,budget,CN,1799,118,38,255,10.56,13.26,10.51
hoodie,basic,7.0,budget,CN,559,84,29,229,10.74,12.4,10.17
hoodie,mid,8.5,budget,CN,131,23,18,336,16.12,18.51,16.52
hoodie,mid,8.5,budget,CN,536,82,15,318,16.85,17.98,16.0
hoodie,mid,8.5,standard,CN,558,47,44,181,18.07,23.23,18.56
hoodie,premium,10.0,premium,CN,484,26,8,299,30.96,37.78,30.02
hoodie,premium,10.0,budget,CN,1461,200,10,219,23.97,24.3,22.31
hoodie,mid,8.5,budget,CN,1101,150,36,358,15.59,17.46,15.92
hoodie,premium,10.0,premium,US,570,61,38,209,37.77,39.02,34.99
hoodie,mid,8.5,standard,MX,861,179,8,162,17.17,20.2,17.51
hoodie,basic,7.0,standard,US,1350,191,7,254,12.73,14.87,12.25
hoodie,mid,8.5,standard,US,549,35,42,44,23.59,25.52,22.03
hoodie,basic,7.0,standard,US,1398,200,45,37,13.53,15.13,12.56
hoodie,basic,7.0,premium,CN,109,18,23,100,14.14,16.53,13.2
hoodie,basic,7.0,standard,US,1111,151,23,73,14.48,14.99,13.45
hoodie,basic,7.0,standard,US,1873,200,23,278,13.46,14.18,12.63
hoodie,premium,10.0,standard,US,334,53,35,41,31.55,33.93,31.2
hoodie,mid,8.5,budget,CN,1858,200,9,240,16.33,18.2,15.67
hoodie,mid,8.5,premium,US,1800,143,29,61,23.21,27.46,22.16
hoodie,mid,8.5,standard,CN,459,76,7,283,18.54,24.04,19.05
